date,value
2022-01-03,1000000.0
2022-01-04,1000000.0
2022-01-05,1000000.0
2022-01-06,1000000.0
2022-01-07,1000000.0
2022-01-10,1000000.0
2022-01-11,1000000.0
2022-01-12,1000000.0
2022-01-13,1000000.0
2022-01-14,1000000.0
2022-01-17,1000000.0
2022-01-18,1000000.0
2022-01-19,1000000.0
2022-01-20,1000000.0
2022-01-21,1000000.0
2022-01-24,1000000.0
2022-01-25,1000000.0
2022-01-27,1000000.0
2022-01-28,1000000.0
2022-01-31,1000000.0
2022-02-01,1000000.0
2022-02-02,1000000.0
2022-02-03,1000000.0
2022-02-04,1000000.0
2022-02-07,1000000.0
2022-02-08,1000000.0
2022-02-09,1000000.0
2022-02-10,1000000.0
2022-02-11,1000000.0
2022-02-14,1000000.0
2022-02-15,1000000.0
2022-02-16,1000000.0
2022-02-17,1000000.0
2022-02-18,1000000.0
2022-02-21,1000000.0
2022-02-22,1000000.0
2022-02-23,1000000.0
2022-02-24,1000000.0
2022-02-25,1000000.0
2022-02-28,1000000.0
2022-03-02,1000000.0
2022-03-03,1000000.0
2022-03-04,1000000.0
2022-03-07,1000000.0
2022-03-08,1000000.0
2022-03-09,1000000.0
2022-03-10,1000000.0
2022-03-11,1000000.0
2022-03-14,1000000.0
2022-03-15,1000000.0
2022-03-16,1000000.0
2022-03-17,1000000.0
2022-03-21,1000000.0
2022-03-22,1000000.0
2022-03-23,1000000.0
2022-03-24,1000000.0
2022-03-25,1000000.0
2022-03-28,1000000.0
2022-03-29,1000000.0
2022-03-30,1000000.0
2022-03-31,1000000.0
2022-04-01,1000000.0
2022-04-04,1000000.0
2022-04-05,1000000.0
2022-04-06,1000000.0
2022-04-07,1000000.0
2022-04-08,1000000.0
2022-04-11,1000000.0
2022-04-12,1000000.0
2022-04-13,1000000.0
2022-04-18,1000000.0
2022-04-19,1000000.0
2022-04-20,1000000.0
2022-04-21,1000000.0
2022-04-22,1000000.0
2022-04-25,1000000.0
2022-04-26,1000000.0
2022-04-27,1000000.0
2022-04-28,1000000.0
2022-04-29,1000000.0
2022-05-02,1000000.0
2022-05-04,1000000.0
2022-05-05,1000000.0
2022-05-06,1000000.0
2022-05-09,1000000.0
2022-05-10,1000000.0
2022-05-11,1000000.0
2022-05-12,1000000.0
2022-05-13,1000000.0
2022-05-16,1000000.0
2022-05-17,1000000.0
2022-05-18,1000000.0
2022-05-19,1000000.0
2022-05-20,1000000.0
2022-05-23,1000000.0
2022-05-24,1000000.0
2022-05-25,1000000.0
2022-05-26,1000000.0
2022-05-27,1000000.0
2022-05-30,1000000.0
2022-05-31,1000000.0
2022-06-01,1000000.0
2022-06-02,1000000.0
2022-06-03,1000000.0
2022-06-06,1000000.0
2022-06-07,1000000.0
2022-06-08,1000000.0
2022-06-09,1000000.0
2022-06-10,1000000.0
2022-06-13,1000000.0
2022-06-14,1000000.0
2022-06-15,1000000.0
2022-06-16,1000000.0
2022-06-17,1000000.0
2022-06-20,1000000.0
2022-06-21,1000000.0
2022-06-22,1000000.0
2022-06-23,1000000.0
2022-06-24,1000000.0
2022-06-27,1000000.0
2022-06-28,1000000.0
2022-06-29,1000000.0
2022-06-30,1000000.0
2022-07-01,1000000.0
2022-07-04,1000000.0
2022-07-05,1000000.0
2022-07-06,1000000.0
2022-07-07,1000000.0
2022-07-08,1000000.0
2022-07-11,1000000.0
2022-07-12,1000000.0
2022-07-13,1000000.0
2022-07-14,1000000.0
2022-07-15,1000000.0
2022-07-18,1000000.0
2022-07-19,1000000.0
2022-07-20,1000000.0
2022-07-21,1000000.0
2022-07-22,1000000.0
2022-07-25,1000000.0
2022-07-26,1000000.0
2022-07-27,1000000.0
2022-07-28,1000000.0
2022-07-29,1000000.0
2022-08-01,1000000.0
2022-08-02,1000000.0
2022-08-03,1000000.0
2022-08-04,1000000.0
2022-08-05,1000000.0
2022-08-08,1000000.0
2022-08-10,1000000.0
2022-08-11,1000000.0
2022-08-12,1000000.0
2022-08-16,1000000.0
2022-08-17,1000000.0
2022-08-18,1000000.0
2022-08-19,1000000.0
2022-08-22,1000000.0
2022-08-23,1000000.0
2022-08-24,1000000.0
2022-08-25,1000000.0
2022-08-26,1000000.0
2022-08-29,1000000.0
2022-08-30,1000000.0
2022-09-01,1000000.0
2022-09-02,1000000.0
2022-09-05,1000000.0
2022-09-06,1000000.0
2022-09-07,1000000.0
2022-09-08,1000000.0
2022-09-09,1000000.0
2022-09-12,1000000.0
2022-09-13,1000000.0
2022-09-14,1000000.0
2022-09-15,1000000.0
2022-09-16,1000000.0
2022-09-19,1000000.0
2022-09-20,1000000.0
2022-09-21,1000000.0
2022-09-22,1000000.0
2022-09-23,1000000.0
2022-09-26,1000000.0
2022-09-27,1000000.0
2022-09-28,1000000.0
2022-09-29,1000000.0
2022-09-30,1000000.0
2022-10-03,1000000.0
2022-10-04,1000000.0
2022-10-06,1000000.0
2022-10-07,1000000.0
2022-10-10,1000000.0
2022-10-11,1000000.0
2022-10-12,1000000.0
2022-10-13,1000000.0
2022-10-14,1000000.0
2022-10-17,1000000.0
2022-10-18,1000000.0
2022-10-19,1000000.0
2022-10-20,1000000.0
2022-10-21,1000000.0
2022-10-24,1000000.0
2022-10-25,1000000.0
2022-10-27,1000000.0
2022-10-28,1000000.0
2022-10-31,1000000.0
2022-11-01,1000205.3104852784
2022-11-02,1000548.2614130127
2022-11-03,1000406.6241004395
2022-11-04,1000943.5717322754
2022-11-07,1001016.3250281739
2022-11-09,999675.8462219875
2022-11-10,999806.0477600734
2022-11-11,1001935.2540967282
2022-11-14,1001935.2540967282
2022-11-15,1001935.2540967282
2022-11-16,1001935.2540967282
2022-11-17,1001940.2022260006
2022-11-18,1001140.0306454723
2022-11-21,1001140.0306454723
2022-11-22,1000454.4389866058
2022-11-23,1000454.4389866058
2022-11-24,1000454.4389866058
2022-11-25,1000454.4389866058
2022-11-28,1000874.9538463806
2022-11-29,1002553.1869243761
2022-11-30,1002553.1869243761
2022-12-01,1004152.2627246691
2022-12-02,1004800.9850222316
2022-12-05,1004800.9850222316
2022-12-06,1004800.9850222316
2022-12-07,1004800.9850222316
2022-12-08,1004800.9850222316
2022-12-09,1004800.9850222316
2022-12-12,1004800.9850222316
2022-12-13,1004800.9850222316
2022-12-14,1004483.4866573177
2022-12-15,1003826.940309327
2022-12-16,1002919.8335989714
2022-12-19,1003602.3335989714
2022-12-20,1003411.8325003386
2022-12-21,1002374.5421549446
2022-12-22,1002374.5421549446
2022-12-23,1002374.5421549446
2022-12-26,1002374.5421549446
2022-12-27,1002374.5421549446
2022-12-28,1002374.5421549446
2022-12-29,1002374.5421549446
2022-12-30,1002374.5421549446
2023-01-02,1002374.5421549446
2023-01-03,1002056.0146351204
2023-01-04,1001824.4638484139
2023-01-05,1001824.4638484139
2023-01-06,1001824.4638484139
2023-01-09,1001824.4638484139
2023-01-10,1001824.4638484139
2023-01-11,1001824.4638484139
2023-01-12,1001824.4638484139
2023-01-13,1001824.4638484139
2023-01-16,1001824.4638484139
2023-01-17,1001824.4638484139
2023-01-18,1001824.4638484139
2023-01-19,1001824.4638484139
2023-01-20,1001824.4638484139
2023-01-23,1001824.4638484139
2023-01-24,1001824.4638484139
2023-01-25,1001824.4638484139
2023-01-27,1001824.4638484139
2023-01-30,1001824.4638484139
2023-01-31,1001824.4638484139
2023-02-01,1001824.4638484139
2023-02-02,1001824.4638484139
2023-02-03,1001824.4638484139
2023-02-06,1001824.4638484139
2023-02-07,1001824.4638484139
2023-02-08,1001824.4638484139
2023-02-09,1001824.4638484139
2023-02-10,1002148.0107981209
2023-02-13,1002501.7607981209
2023-02-14,1001564.2760104333
2023-02-15,1001564.2760104333
2023-02-16,1001564.2760104333
2023-02-17,1001564.2760104333
2023-02-20,1001564.2760104333
2023-02-21,1001360.0012104333
2023-02-22,1000924.4020893396
2023-02-23,1000543.0133944753
2023-02-24,1000543.0133944753
2023-02-27,1000543.0133944753
2023-02-28,1000543.0133944753
2023-03-01,1000543.0133944753
2023-03-02,1000543.0133944753
2023-03-03,1000543.0133944753
2023-03-06,1000543.0133944753
2023-03-08,1000543.0133944753
2023-03-09,1000543.0133944753
2023-03-10,1000543.0133944753
2023-03-13,1000543.0133944753
2023-03-14,1000543.0133944753
2023-03-15,1000543.0133944753
2023-03-16,1000543.0133944753
2023-03-17,1000543.0133944753
2023-03-20,1000543.0133944753
2023-03-21,1000543.0133944753
2023-03-22,1000027.1582199148
2023-03-23,999201.4576225785
2023-03-24,999201.4576225785
2023-03-27,999201.4576225785
2023-03-28,999201.4576225785
2023-03-29,999201.4576225785
2023-03-31,999201.4576225785
2023-04-03,999201.4576225785
2023-04-05,999201.4576225785
2023-04-06,999201.4576225785
2023-04-10,999201.4576225785
2023-04-11,999201.4576225785
2023-04-12,999201.4576225785
2023-04-13,999201.4576225785
2023-04-17,999201.4576225785
2023-04-18,999201.4576225785
2023-04-19,999201.4576225785
2023-04-20,999201.4576225785
2023-04-21,999201.4576225785
2023-04-24,999201.4576225785
2023-04-25,999201.4576225785
2023-04-26,999201.4576225785
2023-04-27,999201.4576225785
2023-04-28,999201.4576225785
2023-05-02,999201.4576225785
2023-05-03,999780.3972494584
2023-05-04,1001292.0460797076
2023-05-05,996701.8411521632
2023-05-08,997617.7326576505
2023-05-09,997617.7326576505
2023-05-10,997617.7326576505
2023-05-11,997879.9652775388
2023-05-12,996898.471475675
2023-05-15,996878.2702427648
2023-05-16,997514.5720921301
2023-05-17,995879.01586736
2023-05-18,995904.26586736
2023-05-19,996308.26586736
2023-05-22,997499.3602716151
2023-05-23,997499.3602716151
2023-05-24,997499.3602716151
2023-05-25,997825.0553487422
2023-05-26,997413.4541524531
2023-05-29,997579.4428121579
2023-05-30,997057.2424214621
2023-05-31,997143.6933491965
2023-06-01,998485.190929183
2023-06-02,998255.8925283041
2023-06-05,998114.5214859335
2023-06-06,998408.0522013586
2023-06-07,998550.2504435461
2023-06-08,998260.2170816583
2023-06-09,998218.2177225274
2023-06-12,998749.5932129327
2023-06-13,999222.1652489934
2023-06-14,998602.2640124522
2023-06-15,998602.2640124522
2023-06-16,998602.2640124522
2023-06-19,998602.2640124522
2023-06-20,998947.1093408214
2023-06-21,1001849.6840904644
2023-06-22,1000306.6397968656
2023-06-23,1000306.6397968656
2023-06-26,1001736.0031975615
2023-06-27,1001531.2555779326
2023-06-28,1004508.1213943704
2023-06-30,1004379.7678787454
2023-07-03,1004810.3424603469
2023-07-04,1005431.1616880111
2023-07-05,1004277.5156592849
2023-07-06,1005083.8226551497
2023-07-07,1003265.9217088238
2023-07-10,1002480.1148273622
2023-07-11,1002480.1148273622
2023-07-12,1002480.1148273622
2023-07-13,1002480.1148273622
2023-07-14,1003306.5434002626
2023-07-17,1003417.4242596376
2023-07-18,1002824.567443036
2023-07-19,1002708.3082877626
2023-07-20,1002215.9142106522
2023-07-21,1003263.5491849326
2023-07-24,1001349.2186702099
2023-07-25,1000655.2507117938
2023-07-26,1001053.7222474612
2023-07-27,1001461.7218583621
2023-07-28,1001487.221469263
2023-07-31,1004809.6719535771
2023-08-01,1004809.6719535771
2023-08-02,1004809.6719535771
2023-08-03,1004809.6719535771
2023-08-04,1004809.6719535771
2023-08-07,1006370.9947472172
2023-08-08,1004066.2336872771
2023-08-09,1004887.1418345548
2023-08-10,1004287.9618663493
2023-08-11,1004287.9618663493
2023-08-14,1004093.6848184672
2023-08-16,1004009.683963975
2023-08-17,1004273.0965596538
2023-08-18,1004768.1503316264
2023-08-21,1003922.341100119
2023-08-22,1004734.274217038
2023-08-23,1004227.5033471949
2023-08-24,1003212.6498547124
2023-08-25,1003233.6490002202
2023-08-28,1003140.898145728
