Date,Adj Close,Close,High,Low,Open,Volume
2022-01-03,7257.16650390625,7523.89990234375,7605.9501953125,7420.0,7420.0,456599.0
2022-01-04,7359.6015625,7630.10009765625,7649.0,7520.0,7600.0,495182.0
2022-01-05,7499.7021484375,7775.35009765625,7808.0,7605.60009765625,7624.85009765625,710043.0
2022-01-06,7602.66796875,7882.10009765625,7899.4501953125,7683.9501953125,7782.0,739981.0
2022-01-07,7625.720703125,7906.0,7944.7998046875,7835.5,7882.10009765625,523116.0
2022-01-10,7837.53564453125,8125.60009765625,8232.0,7924.14990234375,7950.0,827930.0
2022-01-11,7855.13916015625,8143.85009765625,8162.4501953125,8069.2998046875,8100.0,688923.0
2022-01-12,7881.0849609375,8170.75,8200.0,8115.0,8200.0,288174.0
2022-01-13,7790.70654296875,8077.0498046875,8260.0,7952.0,8175.0,684931.0
2022-01-14,7797.603515625,8084.2001953125,8145.0,7951.0,7951.0,299536.0
2022-01-17,7972.47607421875,8265.5,8368.900390625,8100.10009765625,8124.7998046875,862249.0
2022-01-18,7634.5458984375,7915.14990234375,8248.9501953125,7891.5,8248.9501953125,785199.0
2022-01-19,7731.53173828125,8015.7001953125,8060.0,7860.0,7929.0,681632.0
2022-01-20,7751.44970703125,8036.35009765625,8140.0,7997.5498046875,8000.0,522850.0
2022-01-21,7899.2666015625,8189.60009765625,8244.0,7856.0498046875,7970.0,1041476.0
2022-01-24,7766.833984375,8052.2998046875,8332.7998046875,7952.7998046875,8189.0,1153538.0
2022-01-25,8297.625,8602.599609375,8664.0,7887.89990234375,7990.0,2162832.0
2022-01-27,8507.5107421875,8820.2001953125,8971.650390625,8400.0498046875,8656.0,2899559.0
2022-01-28,8247.806640625,8550.9501953125,8930.0,8522.349609375,8795.0,1045088.0
2022-01-31,8292.513671875,8597.2998046875,8720.0,8552.7998046875,8625.0,561419.0
2022-02-01,8255.9580078125,8559.400390625,8790.7998046875,8351.0,8693.0,819689.0
2022-02-02,8213.3720703125,8515.25,8683.0,8440.25,8579.7001953125,580433.0
2022-02-03,8288.9931640625,8593.650390625,8798.0,8522.7001953125,8550.0,810019.0
2022-02-04,8247.4208984375,8550.5498046875,8680.0,8492.099609375,8639.900390625,404421.0
2022-02-07,8209.8984375,8511.650390625,8615.0,8400.0,8545.0,446099.0
2022-02-08,8294.5869140625,8599.4501953125,8789.099609375,8436.0498046875,8616.7001953125,998182.0
2022-02-09,8632.1787109375,8949.4501953125,8989.7998046875,8622.0,8622.0,1403525.0
2022-02-10,8493.2841796875,8805.4501953125,9050.0,8789.900390625,9050.0,811887.0
2022-02-11,8427.40625,8737.150390625,8865.0,8673.2998046875,8738.0,671572.0
2022-02-14,8069.798828125,8366.400390625,8615.0498046875,8325.0,8500.0,995540.0
2022-02-15,8317.0126953125,8622.7001953125,8664.25,8356.5,8410.0,682766.0
2022-02-16,8278.6708984375,8582.9501953125,8736.400390625,8544.0,8720.0,422704.0
2022-02-17,8249.2529296875,8552.4501953125,8658.2998046875,8525.0,8575.0,305313.0
2022-02-18,8265.3125,8569.099609375,8645.9501953125,8520.0498046875,8550.0,385273.0
2022-02-21,8307.3671875,8612.7001953125,8724.25,8443.599609375,8544.0498046875,626049.0
2022-02-22,8317.1083984375,8622.7998046875,8659.7998046875,8384.849609375,8495.0,620828.0
2022-02-23,8390.4619140625,8698.849609375,8789.9501953125,8655.2001953125,8690.0,557954.0
2022-02-24,7919.08837890625,8210.150390625,8587.25,8155.0,8402.0,947351.0
2022-02-25,8059.8642578125,8356.099609375,8466.0,8209.5498046875,8260.0,1344343.0
2022-02-28,8019.40234375,8314.150390625,8339.9501953125,8114.10009765625,8300.0,961303.0
2022-03-02,7537.17529296875,7814.2001953125,8199.0,7764.0,8197.7001953125,1783011.0
2022-03-03,7326.27685546875,7595.5498046875,7939.9501953125,7558.5,7924.0,1050154.0
2022-03-04,6990.3720703125,7247.2998046875,7519.2001953125,7130.0,7482.0,2511658.0
2022-03-07,6529.0771484375,6769.0498046875,7029.85009765625,6730.0,6992.0,2469925.0
2022-03-08,6565.00634765625,6806.2998046875,6855.0,6536.5498046875,6705.0,2840376.0
2022-03-09,6777.73828125,7026.85009765625,7078.10009765625,6777.0,6874.0,1827539.0
2022-03-10,6956.130859375,7211.7998046875,7399.85009765625,7177.2998046875,7255.0,1535070.0
2022-03-11,6850.75341796875,7102.5498046875,7200.0,7080.0,7200.0,1024452.0
2022-03-14,7057.3603515625,7316.75,7335.0,7012.0,7050.0,1023874.0
2022-03-15,7157.046875,7420.10009765625,7620.0,7318.0,7321.0,1586111.0
2022-03-16,7220.4169921875,7485.7998046875,7595.75,7440.0,7570.0,584457.0
2022-03-17,7420.27197265625,7693.0,7741.9501953125,7530.0,7574.0,1133271.0
2022-03-21,7432.376953125,7705.5498046875,7940.0,7650.0,7844.0,1354525.0
2022-03-22,7491.310546875,7766.64990234375,7809.0,7536.64990234375,7714.9501953125,1093502.0
