Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+05:30,4689.0,4708.75,4642.0,4651.25,4530.380859375,203444,0.0,0.0
2022-01-04 00:00:00+05:30,4652.10009765625,4679.9501953125,4609.0,4621.7001953125,4501.5986328125,259508,0.0,0.0
2022-01-05 00:00:00+05:30,4619.89990234375,4630.2001953125,4542.0,4558.4501953125,4439.99267578125,510511,0.0,0.0
2022-01-06 00:00:00+05:30,4535.0,4557.0,4470.0,4489.14990234375,4372.4931640625,447726,0.0,0.0
2022-01-07 00:00:00+05:30,4500.0,4549.7998046875,4470.5,4516.7001953125,4399.3271484375,269479,0.0,0.0
2022-01-10 00:00:00+05:30,4520.0,4534.5498046875,4462.2001953125,4465.7998046875,4349.74951171875,361423,0.0,0.0
2022-01-11 00:00:00+05:30,4475.0,4539.85009765625,4434.25,4516.5498046875,4399.1806640625,476123,0.0,0.0
2022-01-12 00:00:00+05:30,4531.0498046875,4538.0,4467.0498046875,4492.89990234375,4376.1455078125,496883,0.0,0.0
2022-01-13 00:00:00+05:30,4493.0,4619.14990234375,4466.0,4590.0498046875,4470.7705078125,646137,0.0,0.0
2022-01-14 00:00:00+05:30,4590.0,4636.0,4559.0,4616.60009765625,4496.630859375,399974,0.0,0.0
2022-01-17 00:00:00+05:30,4615.0,4668.0,4561.0,4630.35009765625,4510.0234375,315394,0.0,0.0
2022-01-18 00:00:00+05:30,4635.0,4640.35009765625,4512.0498046875,4527.14990234375,4409.505859375,340707,0.0,0.0
2022-01-19 00:00:00+05:30,4550.0,4550.0,4465.0,4481.5,4365.04150390625,365211,0.0,0.0
2022-01-20 00:00:00+05:30,4496.0,4496.0,4312.0,4329.75,4217.2353515625,805433,0.0,0.0
2022-01-21 00:00:00+05:30,4328.2998046875,4328.2998046875,4137.7998046875,4179.39990234375,4070.791748046875,1172704,0.0,0.0
2022-01-24 00:00:00+05:30,4189.0,4190.0,3788.949951171875,4056.60009765625,3951.18359375,1397434,0.0,0.0
2022-01-25 00:00:00+05:30,4000.0,4096.9501953125,3930.949951171875,4049.199951171875,3943.9755859375,561610,0.0,0.0
2022-01-27 00:00:00+05:30,4028.949951171875,4044.60009765625,3920.0,3939.85009765625,3837.467529296875,864770,0.0,0.0
2022-01-28 00:00:00+05:30,3941.0,4070.0,3930.14990234375,3940.699951171875,3838.295166015625,492149,0.0,0.0
2022-01-31 00:00:00+05:30,4020.0,4108.9501953125,3995.85009765625,4036.10009765625,3931.216064453125,454611,0.0,0.0
2022-02-01 00:00:00+05:30,4055.050048828125,4124.0,4032.60009765625,4108.35009765625,4001.5888671875,309874,0.0,0.0
2022-02-02 00:00:00+05:30,4140.0,4235.0,4125.0,4219.64990234375,4109.99609375,346003,0.0,0.0
2022-02-03 00:00:00+05:30,4250.0,4274.0,4203.0,4262.4501953125,4151.68408203125,504989,0.0,0.0
2022-02-04 00:00:00+05:30,4270.0,4374.60009765625,4232.4501953125,4304.5,4192.64111328125,964227,0.0,0.0
2022-02-07 00:00:00+05:30,4304.5,4345.85009765625,4178.35009765625,4201.5,4092.317626953125,380821,0.0,0.0
2022-02-08 00:00:00+05:30,4201.5,4288.39990234375,4168.25,4277.5498046875,4166.3916015625,436195,0.0,0.0
2022-02-09 00:00:00+05:30,4280.0,4357.4501953125,4278.7998046875,4329.4501953125,4216.943359375,280094,0.0,0.0
2022-02-10 00:00:00+05:30,4334.5,4361.9501953125,4300.0498046875,4313.75,4201.65087890625,559595,0.0,0.0
2022-02-11 00:00:00+05:30,4313.75,4474.0,4240.0498046875,4291.25,4179.73583984375,2585446,0.0,0.0
2022-02-14 00:00:00+05:30,4239.4501953125,4355.0,4192.0498046875,4277.89990234375,4166.73291015625,1147299,0.0,0.0
2022-02-15 00:00:00+05:30,4280.0,4346.0,4280.0,4325.7998046875,4213.3876953125,371572,0.0,0.0
2022-02-16 00:00:00+05:30,4340.0,4498.0,4312.0498046875,4465.14990234375,4349.11669921875,1373620,0.0,0.0
2022-02-17 00:00:00+05:30,4465.64990234375,4520.14990234375,4425.0,4442.2001953125,4326.76318359375,601590,0.0,0.0
2022-02-18 00:00:00+05:30,4432.7001953125,4442.2001953125,4325.0,4353.39990234375,4240.2705078125,580486,0.0,0.0
2022-02-21 00:00:00+05:30,4345.0,4345.0,4250.5,4258.2998046875,4147.6416015625,284980,0.0,0.0
2022-02-22 00:00:00+05:30,4150.0,4245.2001953125,4135.7001953125,4224.7998046875,4115.0126953125,430407,0.0,0.0
2022-02-23 00:00:00+05:30,4232.0,4258.64990234375,4173.14990234375,4181.60009765625,4072.93505859375,379328,0.0,0.0
2022-02-24 00:00:00+05:30,4100.0,4130.89990234375,3916.60009765625,3936.64990234375,3834.350341796875,723045,0.0,0.0
2022-02-25 00:00:00+05:30,4049.949951171875,4157.89990234375,3981.89990234375,4138.35009765625,4030.809326171875,450834,0.0,0.0
2022-02-28 00:00:00+05:30,4120.0,4284.39990234375,4078.699951171875,4265.0,4154.16748046875,611670,0.0,0.0
2022-03-02 00:00:00+05:30,4230.0,4310.85009765625,4135.2998046875,4160.89990234375,4052.773193359375,576094,0.0,0.0
2022-03-03 00:00:00+05:30,4200.0,4226.7998046875,4143.2998046875,4160.4501953125,4052.334716796875,421554,0.0,0.0
2022-03-04 00:00:00+05:30,4100.0,4157.7998046875,4063.0,4094.699951171875,3988.29345703125,429937,0.0,0.0
2022-03-07 00:00:00+05:30,4050.0,4094.949951171875,3974.050048828125,4074.949951171875,3969.056396484375,540735,0.0,0.0
2022-03-08 00:00:00+05:30,4069.89990234375,4175.0,4066.0,4164.25,4056.035888671875,414138,0.0,0.0
2022-03-09 00:00:00+05:30,4180.0,4279.60009765625,4150.0,4234.0498046875,4124.02197265625,385251,0.0,0.0
2022-03-10 00:00:00+05:30,4267.5,4334.0,4252.25,4300.89990234375,4189.134765625,414284,0.0,0.0
2022-03-11 00:00:00+05:30,4298.0,4353.0,4250.0,4339.39990234375,4226.63427734375,352915,0.0,0.0
2022-03-14 00:00:00+05:30,4340.0,4404.5,4325.10009765625,4393.7998046875,4279.6201171875,492612,0.0,0.0
2022-03-15 00:00:00+05:30,4365.10009765625,4478.2001953125,4365.10009765625,4386.25,4272.26708984375,403394,0.0,0.0
2022-03-16 00:00:00+05:30,4422.0,4457.2001953125,4370.0,4402.25,4287.85107421875,227588,0.0,0.0
2022-03-17 00:00:00+05:30,4439.9501953125,4519.89990234375,4431.35009765625,4504.35009765625,4387.2978515625,438327,0.0,0.0
2022-03-21 00:00:00+05:30,4525.0,4542.4501953125,4427.5,4456.25,4340.44775390625,356749,0.0,0.0
2022-03-22 00:00:00+05:30,4456.25,4493.75,4410.0,4448.5498046875,4332.94775390625,292831,0.0,0.0
2022-03-23 00:00:00+05:30,4465.0,4573.85009765625,4460.25,4553.5498046875,4435.21923828125,574783,0.0,0.0
2022-03-24 00:00:00+05:30,4544.0,4549.9501953125,4466.75,4494.64990234375,4377.849609375,467266,0.0,0.0
2022-03-25 00:00:00+05:30,4502.0,4520.0,4420.0,4454.14990234375,4338.40234375,270912,0.0,0.0
2022-03-28 00:00:00+05:30,4433.0,4458.9501953125,4374.5,4416.5498046875,4301.77880859375,316896,0.0,0.0
2022-03-29 00:00:00+05:30,4410.0,4578.64990234375,4410.0,4561.60009765625,4443.060546875,589480,0.0,0.0
2022-03-30 00:00:00+05:30,4578.0,4625.0,4505.9501953125,4538.60009765625,4420.658203125,360504,0.0,0.0
2022-03-31 00:00:00+05:30,4530.0,4553.5498046875,4390.64990234375,4402.0498046875,4287.65625,611205,0.0,0.0
2022-04-01 00:00:00+05:30,4425.0,4443.14990234375,4335.10009765625,4379.7001953125,4265.8876953125,348173,0.0,0.0
2022-04-04 00:00:00+05:30,4379.7001953125,4505.0,4378.89990234375,4497.60009765625,4380.7236328125,334083,0.0,0.0
2022-04-05 00:00:00+05:30,4500.0,4516.85009765625,4440.0,4461.2001953125,4345.26953125,336772,0.0,0.0
2022-04-06 00:00:00+05:30,4461.0,4527.0,4372.89990234375,4386.89990234375,4272.900390625,532706,0.0,0.0
2022-04-07 00:00:00+05:30,4386.89990234375,4470.0,4386.89990234375,4448.4501953125,4332.85107421875,387968,0.0,0.0
2022-04-08 00:00:00+05:30,4449.89990234375,4528.10009765625,4412.0,4505.9501953125,4388.8564453125,241609,0.0,0.0
2022-04-11 00:00:00+05:30,4501.0,4520.0,4441.5498046875,4503.7998046875,4386.76220703125,231619,0.0,0.0
2022-04-12 00:00:00+05:30,4481.7001953125,4535.2001953125,4436.10009765625,4473.39990234375,4357.15234375,378104,0.0,0.0
2022-04-13 00:00:00+05:30,4471.0,4520.4501953125,4430.14990234375,4499.25,4382.33056640625,306254,0.0,0.0
2022-04-18 00:00:00+05:30,4490.0,4568.2001953125,4450.25,4524.89990234375,4407.3134765625,439474,0.0,0.0
2022-04-19 00:00:00+05:30,4526.0,4579.0,4348.75,4411.39990234375,4296.76318359375,421066,0.0,0.0
2022-04-20 00:00:00+05:30,4477.0,4487.10009765625,4383.2998046875,4455.64990234375,4339.86328125,390369,0.0,0.0
2022-04-21 00:00:00+05:30,4441.7001953125,4550.0,4433.0498046875,4529.0498046875,4411.35595703125,377100,0.0,0.0
2022-04-22 00:00:00+05:30,4529.0,4529.0,4444.0498046875,4492.5,4375.755859375,395984,0.0,0.0
2022-04-25 00:00:00+05:30,4440.0,4474.9501953125,4385.0,4410.10009765625,4295.4970703125,271185,0.0,0.0
2022-04-26 00:00:00+05:30,4415.10009765625,4528.7998046875,4415.10009765625,4519.60009765625,4402.1513671875,244626,0.0,0.0
2022-04-27 00:00:00+05:30,4471.0,4570.0,4404.0,4530.60009765625,4412.86572265625,583807,0.0,0.0
2022-04-28 00:00:00+05:30,4569.75,4640.7998046875,4510.0,4564.60009765625,4445.982421875,799337,0.0,0.0
2022-04-29 00:00:00+05:30,4552.0,4619.64990234375,4488.0,4505.39990234375,4388.3203125,383948,0.0,0.0
2022-05-02 00:00:00+05:30,4488.7998046875,4554.2001953125,4465.0498046875,4509.64990234375,4392.4599609375,300278,0.0,0.0
2022-05-04 00:00:00+05:30,4500.0,4600.0,4330.0,4344.14990234375,4231.26123046875,389110,0.0,0.0
2022-05-05 00:00:00+05:30,4365.85009765625,4430.0,4335.5,4365.7998046875,4252.34814453125,261002,0.0,0.0
2022-05-06 00:00:00+05:30,4275.0,4310.5498046875,4121.5,4165.85009765625,4057.594482421875,684913,0.0,0.0
2022-05-09 00:00:00+05:30,4130.0,4254.0,4125.0,4231.10009765625,4121.14892578125,262555,0.0,0.0
2022-05-10 00:00:00+05:30,4210.0,4312.5498046875,4210.0,4296.35009765625,4184.703125,301378,0.0,0.0
2022-05-11 00:00:00+05:30,4268.0,4328.7998046875,4240.0,4293.7998046875,4182.21923828125,366780,0.0,0.0
2022-05-12 00:00:00+05:30,4287.10009765625,4295.5498046875,4140.0498046875,4233.39990234375,4123.38916015625,481414,0.0,0.0
2022-05-13 00:00:00+05:30,4315.0,4354.7001953125,4254.0498046875,4281.10009765625,4169.849609375,436997,0.0,0.0
2022-05-16 00:00:00+05:30,4291.0,4309.75,4210.0,4218.10009765625,4108.4873046875,116360,0.0,0.0
2022-05-17 00:00:00+05:30,4218.10009765625,4313.60009765625,4202.35009765625,4303.35009765625,4191.521484375,338343,0.0,0.0
2022-05-18 00:00:00+05:30,4275.0,4385.9501953125,4273.89990234375,4366.7001953125,4253.22509765625,451480,0.0,0.0
2022-05-19 00:00:00+05:30,4281.0,4336.9501953125,4190.0,4199.2001953125,4090.077880859375,288480,0.0,0.0
2022-05-20 00:00:00+05:30,4260.0,4325.0,4220.0,4304.7998046875,4192.93310546875,396121,0.0,0.0
2022-05-23 00:00:00+05:30,4323.0,4438.7998046875,3874.35009765625,3897.89990234375,3796.607421875,2180936,0.0,0.0
2022-05-24 00:00:00+05:30,3894.0,3912.5,3650.0,3661.699951171875,3566.545166015625,4971455,0.0,0.0
2022-05-25 00:00:00+05:30,3686.0,3705.300048828125,3497.25,3519.35009765625,3427.89453125,1567485,0.0,0.0
2022-05-26 00:00:00+05:30,3550.0,3567.85009765625,3365.550048828125,3448.699951171875,3359.08056640625,2436609,0.0,0.0
2022-05-27 00:00:00+05:30,3505.0,3538.64990234375,3451.60009765625,3514.699951171875,3423.365478515625,900885,0.0,0.0
2022-05-30 00:00:00+05:30,3575.0,3611.89990234375,3530.300048828125,3566.5,3473.819580078125,838443,0.0,0.0
2022-05-31 00:00:00+05:30,3585.0,3627.949951171875,3530.0,3591.300048828125,3497.974853515625,1013666,0.0,0.0
2022-06-01 00:00:00+05:30,3627.199951171875,3637.25,3536.0,3555.14990234375,3462.76416015625,502863,0.0,0.0
2022-06-02 00:00:00+05:30,3550.0,3551.949951171875,3505.0,3524.35009765625,3432.764892578125,291231,0.0,0.0
2022-06-03 00:00:00+05:30,3560.0,3566.550048828125,3472.10009765625,3478.300048828125,3387.911376953125,592744,0.0,0.0
2022-06-06 00:00:00+05:30,3470.0,3525.0,3470.0,3499.64990234375,3408.70654296875,552885,0.0,0.0
2022-06-07 00:00:00+05:30,3491.050048828125,3515.85009765625,3450.10009765625,3501.25,3410.264892578125,414997,0.0,0.0
2022-06-08 00:00:00+05:30,3482.199951171875,3519.949951171875,3470.10009765625,3495.300048828125,3404.469482421875,342198,0.0,0.0
2022-06-09 00:00:00+05:30,3475.0,3517.0,3452.0,3507.199951171875,3416.060302734375,600724,0.0,0.0
2022-06-10 00:00:00+05:30,3475.0,3542.800048828125,3461.699951171875,3528.050048828125,3436.368408203125,376643,0.0,0.0
2022-06-13 00:00:00+05:30,3462.0,3522.0,3456.0,3474.14990234375,3383.868896484375,605558,0.0,0.0
2022-06-14 00:00:00+05:30,3474.14990234375,3549.0,3456.5,3525.64990234375,3434.031005859375,384679,0.0,0.0
2022-06-15 00:00:00+05:30,3525.0,3589.89990234375,3520.449951171875,3581.10009765625,3488.040283203125,410170,0.0,0.0
2022-06-16 00:00:00+05:30,3628.0,3628.0,3533.199951171875,3564.89990234375,3472.260986328125,521488,0.0,0.0
2022-06-17 00:00:00+05:30,3564.85009765625,3565.0,3456.10009765625,3481.949951171875,3391.466552734375,740538,0.0,0.0
2022-06-20 00:00:00+05:30,3481.0,3539.949951171875,3452.050048828125,3533.550048828125,3441.725830078125,247790,0.0,0.0
2022-06-21 00:00:00+05:30,3540.0,3613.89990234375,3540.0,3599.5,3505.961669921875,315204,0.0,0.0
2022-06-22 00:00:00+05:30,3575.0,3625.0,3545.5,3599.60009765625,3506.0595703125,450929,0.0,0.0
2022-06-23 00:00:00+05:30,3621.64990234375,3687.89990234375,3605.0,3666.300048828125,3571.02587890625,392345,0.0,0.0
2022-06-24 00:00:00+05:30,3665.89990234375,3699.949951171875,3638.300048828125,3681.0,3585.343994140625,345510,0.0,0.0
2022-06-27 00:00:00+05:30,3704.60009765625,3715.0,3657.10009765625,3673.449951171875,3577.989990234375,272457,0.0,0.0
2022-06-28 00:00:00+05:30,3681.5,3681.5,3582.949951171875,3613.449951171875,3519.549072265625,560883,0.0,0.0
2022-06-29 00:00:00+05:30,3590.0,3600.0,3545.0,3583.35009765625,3490.231689453125,404647,0.0,0.0
2022-06-30 00:00:00+05:30,3561.0,3635.0,3551.0,3630.39990234375,3536.05859375,576558,0.0,0.0
2022-07-01 00:00:00+05:30,3590.35009765625,3649.60009765625,3581.050048828125,3637.550048828125,3543.023193359375,304397,0.0,0.0
2022-07-04 00:00:00+05:30,3659.89990234375,3679.449951171875,3595.14990234375,3639.550048828125,3544.970947265625,199015,0.0,0.0
