Date,Adj Close,Close,High,Low,Open,Volume
2022-01-03,189.9244384765625,219.1000061035156,219.8500061035156,217.0500030517578,218.0500030517578,7765495.0
2022-01-04,190.9213104248047,220.25,221.6999969482422,219.0500030517578,219.5,9050253.0
2022-01-05,191.18136596679688,220.5500030517578,221.5,218.6499938964844,219.6499938964844,11230588.0
2022-01-06,189.5777130126953,218.6999969482422,220.3999938964844,218.1999969482422,219.0,8950589.0
2022-01-07,189.3176422119141,218.3999938964844,220.6499938964844,217.5,219.8000030517578,8855041.0
2022-01-10,193.56517028808597,223.3000030517578,224.6999969482422,218.8999938964844,219.8999938964844,15841299.0
2022-01-11,192.3949279785156,221.9499969482422,224.25,221.1999969482422,223.3500061035156,8020695.0
2022-01-12,193.08840942382807,222.75,223.6499938964844,221.6000061035156,222.5,13158894.0
2022-01-13,194.12863159179688,223.9499969482422,225.8000030517578,222.75,223.8999938964844,11501088.0
2022-01-14,192.9583740234375,222.6000061035156,224.8000030517578,222.3000030517578,223.9499969482422,10569725.0
2022-01-17,194.69204711914065,224.6000061035156,225.6000061035156,221.3500061035156,222.6000061035156,12318313.0
2022-01-18,191.354736328125,220.75,227.3000030517578,220.3000030517578,224.6000061035156,14394097.0
2022-01-19,191.00799560546875,220.3500061035156,222.3999938964844,218.6999969482422,220.75,11473796.0
2022-01-20,189.6210479736328,218.75,222.1499938964844,218.0,220.5500030517578,17329896.0
2022-01-21,188.14743041992188,217.0500030517578,220.5,216.0,218.5,16586264.0
2022-01-24,183.59654235839844,211.8000030517578,217.75,210.8999938964844,217.0500030517578,17354942.0
2022-01-25,185.76361083984372,214.3000030517578,214.6999969482422,209.5500030517578,212.0,18322935.0
2022-01-27,186.02366638183597,214.6000061035156,215.5,211.1000061035156,211.25,23149684.0
2022-01-28,188.6241912841797,217.6000061035156,219.25,215.1000061035156,215.1000061035156,15276991.0
2022-01-31,190.87796020507807,220.1999969482422,220.75,217.1000061035156,218.5,15039006.0
2022-02-01,197.42257690429688,227.75,228.8000030517578,219.1499938964844,221.0,43207074.0
2022-02-02,201.2366943359375,232.1499938964844,233.3000030517578,229.0,230.0,41130638.0
2022-02-03,203.23040771484372,234.4499969482422,235.1999969482422,231.8000030517578,232.1499938964844,27845963.0
2022-02-04,203.10040283203125,234.3000030517578,238.5,231.5500030517578,237.25,56705951.0
2022-02-07,199.54635620117188,230.1999969482422,234.75,228.5,234.0,24171083.0
2022-02-08,200.4565277099609,231.25,232.3000030517578,229.0500030517578,230.3000030517578,16201280.0
2022-02-09,199.5030212402344,230.1499938964844,233.0,228.75,232.3000030517578,11893807.0
2022-02-10,201.3233642578125,232.25,233.3999938964844,227.75,228.6999969482422,19563580.0
2022-02-11,201.49673461914065,232.4499969482422,233.3000030517578,229.8000030517578,232.0,18096561.0
2022-02-14,194.62350463867188,219.4499969482422,226.0,218.5,226.0,22745228.0
2022-02-15,197.7718963623047,223.0,223.5,218.5500030517578,221.0,12875311.0
2022-02-16,197.5501708984375,222.75,224.6999969482422,221.8500061035156,223.8000030517578,11231596.0
2022-02-17,197.4615020751953,222.6499938964844,224.3500061035156,220.8500061035156,223.0500030517578,14024149.0
2022-02-18,196.7963409423828,221.8999938964844,223.4499969482422,221.5,222.6499938964844,8670947.0
2022-02-21,193.3375396728516,218.0,221.3000030517578,217.1499938964844,220.3000030517578,16129017.0
2022-02-22,190.5438995361328,214.8500061035156,216.8999938964844,213.0,215.0,25749340.0
2022-02-23,191.5194549560547,215.9499969482422,217.5,215.0500030517578,216.8000030517578,11014283.0
2022-02-24,184.91229248046875,208.5,213.3000030517578,207.0,210.0,41341523.0
2022-02-25,189.74571228027344,213.9499969482422,216.5,210.5500030517578,211.5,23633656.0
2022-02-28,191.43077087402344,215.8500061035156,216.4499969482422,210.8000030517578,213.1999969482422,20034633.0
2022-03-02,190.9429931640625,215.3000030517578,216.6000061035156,212.4499969482422,214.3999938964844,19295994.0
2022-03-03,194.5791473388672,219.3999938964844,220.1999969482422,216.0,216.0500030517578,28532668.0
2022-03-04,199.98907470703125,225.5,227.3999938964844,217.0,217.6999969482422,66835736.0
2022-03-07,199.50128173828125,224.9499969482422,227.0,220.1000061035156,222.0,45258669.0
2022-03-08,201.2306671142578,226.8999938964844,228.4499969482422,223.75,223.8999938964844,36036336.0
2022-03-09,203.3148193359375,229.25,231.3999938964844,226.1000061035156,227.6999969482422,42294906.0
2022-03-10,205.75372314453125,232.0,232.5,227.8500061035156,231.0,36132245.0
2022-03-11,209.61160278320312,236.3500061035156,237.1000061035156,230.1499938964844,231.8999938964844,41699184.0
2022-03-14,211.9618225097656,239.0,239.4499969482422,235.3000030517578,236.25,35113638.0
2022-03-15,210.94192504882807,237.8500061035156,241.3999938964844,235.8999938964844,239.0,32998305.0
2022-03-16,215.154541015625,242.6000061035156,243.0,239.1000061035156,240.0,21629521.0
2022-03-17,217.1943206787109,244.8999938964844,245.3999938964844,242.6999969482422,245.25,34223740.0
2022-03-21,216.83958435058597,244.5,247.75,243.8000030517578,245.8999938964844,27975134.0
2022-03-22,221.4956512451172,249.75,250.75,243.5500030517578,244.5500030517578,36945426.0
2022-03-23,223.49110412597656,252.0,253.6999969482422,248.5,251.4499969482422,40491633.0
2022-03-24,226.0186920166016,254.8500061035156,256.5,251.4499969482422,251.9499969482422,38239419.0
2022-03-25,224.68836975097656,253.3500061035156,255.75,249.25,255.3000030517578,29284643.0
2022-03-28,227.96978759765625,257.04998779296875,258.0,252.5500030517578,254.0,24916402.0
2022-03-29,225.79698181152344,254.6000061035156,257.5,253.75,257.04998779296875,18122714.0
2022-03-30,221.00787353515625,249.1999969482422,256.3999938964844,248.6499938964844,255.1000061035156,17603827.0
2022-03-31,222.2938232421875,250.6499938964844,254.3500061035156,249.5,249.6000061035156,25656796.0
2022-04-01,224.64405822753903,253.3000030517578,255.3500061035156,248.8000030517578,250.0,14305709.0
2022-04-04,226.55081176757807,255.4499969482422,257.8999938964844,251.1000061035156,253.1000061035156,15907398.0
2022-04-05,230.0982818603516,259.45001220703125,261.8500061035156,255.1000061035156,256.04998779296875,27183142.0
2022-04-06,230.23129272460935,259.6000061035156,263.3500061035156,257.29998779296875,257.5,19597941.0
2022-04-07,227.61505126953125,256.6499938964844,262.20001220703125,255.8000030517578,258.0,16061089.0
2022-04-08,237.50364685058597,267.79998779296875,268.8500061035156,256.0,258.0,37826800.0
2022-04-11,237.2375946044922,267.5,273.1499938964844,266.0,268.75,46147653.0
2022-04-12,234.843017578125,264.79998779296875,268.6499938964844,263.1000061035156,266.8999938964844,23553762.0
2022-04-13,239.0556488037109,269.54998779296875,270.6000061035156,263.6499938964844,265.29998779296875,21414383.0
2022-04-18,239.5434417724609,270.1000061035156,272.5,267.25,268.0,24399444.0
2022-04-19,231.960693359375,261.54998779296875,272.5,258.79998779296875,272.0,23380138.0
2022-04-20,230.18698120117188,259.54998779296875,265.45001220703125,257.54998779296875,262.8999938964844,24510612.0
2022-04-21,230.94078063964844,260.3999938964844,264.45001220703125,259.6000061035156,259.70001220703125,23412279.0
2022-04-22,231.5616149902344,261.1000061035156,263.0,258.54998779296875,260.0,15671273.0
2022-04-25,226.3734436035156,255.25,259.0,252.5,258.79998779296875,24208645.0
2022-04-26,229.65484619140625,258.95001220703125,260.70001220703125,256.25,256.6000061035156,20536714.0
2022-04-27,228.368896484375,257.5,258.5,255.75,256.20001220703125,16580824.0
2022-04-28,231.5616149902344,261.1000061035156,263.70001220703125,258.1499938964844,259.5,27924384.0
2022-04-29,230.18698120117188,259.54998779296875,263.0,258.5,263.0,20419904.0
2022-05-02,233.37969970703125,263.1499938964844,264.5,257.04998779296875,258.0,18965820.0
2022-05-04,230.3643341064453,259.75,266.04998779296875,258.6000061035156,264.0,25951999.0
2022-05-05,232.40414428710935,262.04998779296875,265.20001220703125,260.3999938964844,262.0,17932895.0
2022-05-06,236.4837646484375,266.6499938964844,267.3500061035156,258.8999938964844,259.0,34490123.0
2022-05-09,233.2023468017578,262.95001220703125,266.1499938964844,260.54998779296875,266.1499938964844,21403710.0
2022-05-10,230.3643341064453,259.75,266.79998779296875,259.1000061035156,262.0,18033260.0
2022-05-11,226.72817993164065,255.6499938964844,262.20001220703125,251.75,259.0,17344099.0
2022-05-12,224.28929138183597,252.8999938964844,256.3999938964844,249.1499938964844,255.0,20044726.0
2022-05-13,229.3444366455078,258.6000061035156,260.8500061035156,254.5,254.9499969482422,11921627.0
2022-05-16,225.35353088378903,254.1000061035156,259.95001220703125,253.0,259.95001220703125,8186859.0
2022-05-17,234.7543792724609,264.70001220703125,265.5,254.8000030517578,255.0,17797974.0
2022-05-18,236.61676025390625,266.79998779296875,267.79998779296875,263.1499938964844,266.0,20200332.0
2022-05-19,244.46556091308597,275.6499938964844,279.25,262.6000061035156,262.6000061035156,78287713.0
2022-05-20,248.32347106933597,280.0,282.3500061035156,277.0,277.0,32370771.0
2022-05-23,243.4456787109375,274.5,280.45001220703125,273.04998779296875,280.0,21700165.0
2022-05-24,240.2085876464844,270.8500061035156,275.0,270.0,275.0,15547968.0
2022-05-25,241.8493194580078,272.70001220703125,273.8999938964844,270.5,272.95001220703125,15288648.0
2022-05-26,242.0762176513672,266.70001220703125,268.25,263.8500061035156,268.25,18420159.0
2022-05-27,244.34536743164065,269.20001220703125,270.70001220703125,265.04998779296875,269.0,13468067.0
2022-05-30,244.2092437744141,269.04998779296875,271.0,267.6000061035156,270.5,11819102.0
2022-05-31,245.6615295410156,270.6499938964844,274.5,266.3999938964844,269.04998779296875,23208345.0
2022-06-01,246.7507476806641,271.8500061035156,274.1000061035156,270.20001220703125,270.6499938964844,14699792.0
2022-06-02,248.2484130859375,273.5,274.45001220703125,267.8500061035156,270.70001220703125,14240994.0
2022-06-03,247.5222625732422,272.70001220703125,275.70001220703125,271.6000061035156,275.0,12487862.0
2022-06-06,249.4283599853516,274.79998779296875,275.79998779296875,269.70001220703125,272.3999938964844,10925182.0
2022-06-07,248.6114501953125,273.8999938964844,275.0,272.25,273.20001220703125,10828539.0
2022-06-08,243.16542053222656,267.8999938964844,274.3999938964844,266.20001220703125,273.95001220703125,14361969.0
2022-06-09,245.8430633544922,270.8500061035156,271.70001220703125,265.75,267.79998779296875,9860194.0
2022-06-10,245.2076568603516,270.1499938964844,271.0,268.75,269.04998779296875,8371061.0
2022-06-13,240.2154693603516,264.6499938964844,269.1000061035156,263.0,266.3999938964844,11092690.0
2022-06-14,240.94161987304688,265.45001220703125,267.45001220703125,263.04998779296875,263.20001220703125,7422193.0
2022-06-15,239.08087158203125,263.3999938964844,267.29998779296875,263.04998779296875,266.0,5059474.0
2022-06-16,236.6302032470703,260.70001220703125,267.8999938964844,259.5,267.0,14293357.0
2022-06-17,238.99012756347656,263.29998779296875,264.1499938964844,258.54998779296875,259.0,16654660.0
2022-06-20,239.71627807617188,264.1000061035156,266.1499938964844,261.3500061035156,263.29998779296875,17081136.0
2022-06-21,244.98077392578125,269.8999938964844,270.8500061035156,264.1000061035156,265.0,13883034.0
2022-06-22,240.80545043945312,265.29998779296875,270.29998779296875,264.8999938964844,267.0,11320918.0
2022-06-23,240.9870147705078,265.5,267.25,262.3999938964844,265.5,9067252.0
2022-06-24,241.30471801757807,265.8500061035156,268.3500061035156,265.20001220703125,266.1000061035156,7013132.0
2022-06-27,245.02615356445312,269.95001220703125,270.6499938964844,266.5,267.0,8172964.0
2022-06-28,246.7507476806641,271.8500061035156,272.25,268.54998779296875,268.8999938964844,11240154.0
2022-06-29,248.74758911132807,274.04998779296875,275.0,269.1499938964844,269.25,16018449.0
2022-06-30,248.2484130859375,273.5,274.70001220703125,272.0,273.95001220703125,19262054.0
2022-07-01,258.0966796875,284.3500061035156,285.0,271.20001220703125,273.5,35165665.0
2022-07-04,264.9495849609375,291.8999938964844,293.29998779296875,284.79998779296875,285.6499938964844,39881736.0
2022-07-05,260.4112243652344,286.8999938964844,293.0,285.75,293.0,18568655.0
